tweets,labels
tamartorello oh my gosh that is hilarious love it did you read the one on steve jobs love the tuesday reading,positive
prayin for the families that lost someone today in the plane crash pavol demitra one of my favorite players rest in peace,positive
watching the best moments of inbetweeners last night highlighted the fact that towie is full of helmets surely im not the only one,positive
shooting tvshow sons of anarchy at my studio today they closed off all the streets for a giant gun battle fun,positive
yaaayy d rt blitzmegaplex kung fu panda in both with indonesian subtitles tentatively scheduled to open on tues august,positive
prayers and thoughts to pavol demitra is family today and all others on the plane the blues nation lost a loved member today,negative
irenenell good morning irene i love the tiger photies so much do you own them,positive
ok i need something to try cheer me up after the the loss last night tickets for the brittany and nicki minaj night i looking,positive
yay inbetweeners is in the cinemas august should be well funny,positive
i wanna go see rise of the planet of the apes tonight,neutral
if i said lady gaga is at britney spears concert tonight would you hold it against me britneygaga clichehiamplug,neutral
followimran four lions is on sunday night on make sure you watch it boys eid mubarck imran veryfunnyfilm,positive
had a great chat with top international referee dave pearson bit in tomorrow is journal big feature nearer the rugby world cup kick off,positive
kicking off in london tonight wait til you see the west ham fans tomorrow after we have beaten them,positive
singing in my beyonce voice i may be young but i am ready to give you all my love,neutral
rt gimmiedatboom steelers gonna beat the ravens tomorrow lol,positive
lmao i feel like kevin hart clappin hands real talk keep talkin shit imma smack the shit out you you ever go night night nigga,negative
rt sheen watch charlie sheen roast jon lovitz william shatner join the mock fest source www thewrap com thursday septe htt,neutral
listening to that elvis presley he may be on to something with his rock and roll,positive
rugbyworldcup five year old decided he needed to follow a team when abs not playing which one after alot of thought tonga,neutral
rt sovernnation boehner wants president to change speech to thurs instead of going against debate what same time as packers,negative
four lions is on at sunday if you have not seen it,neutral
sons of anarchy is arguable the most under appreciated show you may think you are not into motorcycle gangs but this show is perfect,positive
michael jackson is doctor conrad murray is scheduled to go on trial on september can he receive a fair trial,neutral
microsoft wasted my whole day today but now i am on win with rockets on it make it simple microsoft also i am buying a mac,negative
irenie m irene thank you very much for your lovely mts today much appreciated hope you have a great weekend,positive
rt leighfrancis celebrity juice tonight hurrraaaaah its a back to school special lt yayyyy,positive
last night for ctv is lloyd robertson a sad day for news will miss that deep voice legendary,negative
off to see toby keith at the red rock casino amphitheater tonight in vegas oh yeah,positive
rt cgblasi very impressed with joco teenage republicans teens showed up today ready to fight big government and obama nobama,positive
maybe she will not but shit then again maybe she will she will ft drake coming out today single off carter iv,negative
sebroche congrats d supernatural is my fave show and vampire diaries is eager to see you in tvd loved you in spn d ishappy,positive
saturday night eating donuts drinking a slushie watching sons of anarchy sans pants living the dream people just living the dream,positive
watching eclipse with katiee then vampire diaries for the rest of the night,neutral
